lat,lng,district_id
20.6875,72.875,12001
20.6875,72.9375,12001
20.6875,73.0,12001
20.625,72.9375,12001
20.625,73.0,12001
20.625,73.0625,12001
20.5625,72.9375,12001
20.5625,73.0,12001
20.5625,73.0625,12001
20.5625,73.125,12001
20.5625,73.1875,12001
20.5625,73.25,12001
20.5625,73.3125,12001
20.5625,73.375,12001
20.5625,73.4375,12001
20.5,72.9375,12001
20.5,73.0,12001
20.5,73.0625,12001
20.5,73.125,12001
20.5,73.1875,12001
20.5,73.25,12001
20.5,73.3125,12001
20.5,73.375,12001
20.5,73.4375,12001
20.4375,72.875,12001
20.4375,72.9375,12001
20.4375,73.0,12001
20.4375,73.0625,12001
20.4375,73.125,12001
20.4375,73.1875,12001
20.4375,73.25,12001
20.4375,73.3125,12001
20.4375,73.375,12001
20.375,72.875,12001
20.375,72.9375,12001
20.375,73.0,12001
20.375,73.0625,12001
20.375,73.125,12001
20.375,73.1875,12001
20.375,73.25,12001
20.375,73.3125,12001
20.375,73.375,12001
20.3125,72.8125,12001
20.3125,72.875,12001
20.3125,72.9375,12001
20.3125,73.125,12001
20.3125,73.1875,12001
20.3125,73.25,12001
20.3125,73.3125,12001
20.3125,73.375,12001
20.25,72.75,12001
20.25,72.8125,12001
20.25,72.875,12001
20.25,72.9375,12001
20.25,73.1875,12001
20.25,73.25,12001
20.25,73.3125,12001
20.25,73.375,12001
20.1875,72.8125,12001
20.1875,73.1875,12001
20.1875,73.25,12001
20.125,73.25,12001
22.0,71.3125,12002
21.9375,71.125,12002
21.9375,71.1875,12002
21.9375,71.25,12002
21.9375,71.3125,12002
21.9375,71.375,12002
21.9375,71.4375,12002
21.875,71.0625,12002
21.875,71.125,12002
21.875,71.1875,12002
21.875,71.25,12002
21.875,71.3125,12002
21.875,71.375,12002
21.875,71.4375,12002
21.8125,71.0625,12002
21.8125,71.125,12002
21.8125,71.1875,12002
21.8125,71.25,12002
21.8125,71.3125,12002
21.8125,71.375,12002
21.8125,71.4375,12002
21.75,71.0625,12002
21.75,71.125,12002
21.75,71.1875,12002
21.75,71.25,12002
21.75,71.3125,12002
21.75,71.375,12002
21.75,71.4375,12002
21.75,71.5,12002
21.6875,70.8125,12002
21.6875,70.875,12002
21.6875,70.9375,12002
21.6875,71.0,12002
21.6875,71.0625,12002
21.6875,71.125,12002
21.6875,71.1875,12002
21.6875,71.25,12002
21.6875,71.3125,12002
21.6875,71.375,12002
21.6875,71.4375,12002
21.6875,71.5,12002
21.6875,71.5625,12002
21.625,70.875,12002
21.625,70.9375,12002
21.625,71.0,12002
21.625,71.0625,12002
21.625,71.125,12002
21.625,71.1875,12002
21.625,71.25,12002
21.625,71.3125,12002
21.625,71.375,12002
21.625,71.4375,12002
21.625,71.5,12002
21.625,71.5625,12002
21.5625,70.875,12002
21.5625,70.9375,12002
21.5625,71.0,12002
21.5625,71.0625,12002
21.5625,71.125,12002
21.5625,71.1875,12002
21.5625,71.25,12002
21.5625,71.3125,12002
21.5625,71.375,12002
21.5625,71.4375,12002
21.5625,71.5,12002
21.5,70.875,12002
21.5,70.9375,12002
21.5,71.0,12002
21.5,71.0625,12002
21.5,71.125,12002
21.5,71.1875,12002
21.5,71.25,12002
21.5,71.3125,12002
21.5,71.375,12002
21.5,71.4375,12002
21.4375,70.9375,12002
21.4375,71.0,12002
21.4375,71.0625,12002
21.4375,71.125,12002
21.4375,71.1875,12002
21.4375,71.25,12002
21.4375,71.3125,12002
21.4375,71.375,12002
21.4375,71.4375,12002
21.4375,71.5,12002
21.4375,71.5625,12002
21.375,70.9375,12002
21.375,71.0,12002
21.375,71.0625,12002
21.375,71.125,12002
21.375,71.1875,12002
21.375,71.25,12002
21.375,71.3125,12002
21.375,71.375,12002
21.375,71.4375,12002
21.375,71.5,12002
21.375,71.5625,12002
21.3125,71.0,12002
21.3125,71.0625,12002
21.3125,71.125,12002
21.3125,71.1875,12002
21.3125,71.25,12002
21.3125,71.3125,12002
21.3125,71.375,12002
21.3125,71.4375,12002
21.3125,71.5,12002
21.3125,71.5625,12002
21.25,70.875,12002
21.25,70.9375,12002
21.25,71.0,12002
21.25,71.0625,12002
21.25,71.125,12002
21.25,71.1875,12002
21.25,71.25,12002
21.25,71.3125,12002
21.25,71.375,12002
21.25,71.4375,12002
21.25,71.5,12002
21.1875,70.875,12002
21.1875,70.9375,12002
21.1875,71.0,12002
21.1875,71.0625,12002
21.1875,71.125,12002
21.1875,71.1875,12002
21.1875,71.25,12002
21.1875,71.3125,12002
21.1875,71.375,12002
21.1875,71.4375,12002
21.1875,71.5,12002
21.125,71.0625,12002
21.125,71.125,12002
21.125,71.1875,12002
21.125,71.25,12002
21.125,71.3125,12002
21.125,71.375,12002
21.125,71.4375,12002
21.125,71.5,12002
21.125,71.5625,12002
21.0625,71.1875,12002
21.0625,71.25,12002
21.0625,71.3125,12002
21.0625,71.375,12002
21.0625,71.4375,12002
21.0625,71.5,12002
21.0625,71.5625,12002
21.0625,71.625,12002
21.0,71.1875,12002
21.0,71.25,12002
21.0,71.3125,12002
21.0,71.375,12002
21.0,71.4375,12002
21.0,71.5,12002
21.0,71.5625,12002
21.0,71.625,12002
20.9375,71.25,12002
20.9375,71.3125,12002
20.9375,71.375,12002
20.9375,71.4375,12002
20.9375,71.5,12002
20.875,71.1875,12002
20.875,71.25,12002
20.875,71.3125,12002
20.875,71.375,12002
20.875,71.4375,12002
21.0,73.5625,12003
21.0,73.625,12003
21.0,73.6875,12003
21.0,73.75,12003
20.9375,73.5625,12003
20.9375,73.625,12003
20.9375,73.6875,12003
20.9375,73.75,12003
20.9375,73.8125,12003
20.875,73.5,12003
20.875,73.5625,12003
20.875,73.625,12003
20.875,73.6875,12003
20.875,73.75,12003
20.875,73.8125,12003
20.875,73.875,12003
20.8125,73.5,12003
20.8125,73.5625,12003
20.8125,73.625,12003
20.8125,73.6875,12003
20.8125,73.75,12003
20.8125,73.8125,12003
20.8125,73.875,12003
20.75,73.5,12003
20.75,73.5625,12003
20.75,73.625,12003
20.75,73.6875,12003
20.75,73.75,12003
20.75,73.8125,12003
20.75,73.875,12003
20.6875,73.5625,12003
20.6875,73.625,12003
20.6875,73.6875,12003
20.6875,73.75,12003
20.6875,73.8125,12003
20.625,73.625,12003
20.625,73.6875,12003
20.625,73.75,12003
20.625,73.8125,12003
22.75,73.3125,12004
22.6875,73.3125,12004
22.6875,73.375,12004
22.625,73.25,12004
22.625,73.3125,12004
22.625,73.375,12004
22.5625,73.1875,12004
22.5625,73.25,12004
22.5625,73.3125,12004
22.5625,73.375,12004
22.5,73.125,12004
22.5,73.1875,12004
22.5,73.25,12004
22.5,73.3125,12004
22.5,73.375,12004
22.4375,73.125,12004
22.4375,73.1875,12004
22.4375,73.25,12004
22.4375,73.3125,12004
22.4375,73.375,12004
22.375,73.0625,12004
22.375,73.125,12004
22.375,73.1875,12004
22.375,73.25,12004
22.375,73.3125,12004
22.375,73.375,12004
22.375,73.4375,12004
22.3125,73.0625,12004
22.3125,73.125,12004
22.3125,73.1875,12004
22.3125,73.25,12004
22.3125,73.3125,12004
22.3125,73.375,12004
22.3125,73.4375,12004
22.3125,73.5,12004
22.25,72.9375,12004
22.25,73.0,12004
22.25,73.0625,12004
22.25,73.125,12004
22.25,73.1875,12004
22.25,73.25,12004
22.25,73.3125,12004
22.25,73.375,12004
22.25,73.4375,12004
22.25,73.5,12004
22.1875,72.875,12004
22.1875,72.9375,12004
22.1875,73.0,12004
22.1875,73.0625,12004
22.1875,73.125,12004
22.1875,73.1875,12004
22.1875,73.25,12004
22.1875,73.3125,12004
22.1875,73.375,12004
22.1875,73.4375,12004
22.1875,73.5,12004
22.125,72.9375,12004
22.125,73.0,12004
22.125,73.0625,12004
22.125,73.125,12004
22.125,73.1875,12004
22.125,73.25,12004
22.125,73.3125,12004
22.125,73.375,12004
22.125,73.4375,12004
22.125,73.5,12004
22.0625,72.9375,12004
22.0625,73.0,12004
22.0625,73.0625,12004
22.0625,73.125,12004
22.0625,73.1875,12004
22.0625,73.25,12004
22.0625,73.3125,12004
22.0625,73.375,12004
22.0625,73.4375,12004
22.0625,73.5,12004
22.0,73.0625,12004
22.0,73.125,12004
22.0,73.1875,12004
22.0,73.25,12004
22.0,73.3125,12004
22.0,73.375,12004
22.0,73.4375,12004
22.0,73.5,12004
21.9375,73.0625,12004
21.9375,73.125,12004
21.9375,73.1875,12004
21.9375,73.25,12004
21.9375,73.3125,12004
21.9375,73.375,12004
21.875,73.1875,12004
21.875,73.25,12004
22.1875,72.625,12005
22.1875,72.6875,12005
22.1875,72.8125,12005
22.125,72.5625,12005
22.125,72.625,12005
22.125,72.6875,12005
22.125,72.75,12005
22.125,72.8125,12005
22.125,72.875,12005
22.0625,72.5625,12005
22.0625,72.625,12005
22.0625,72.6875,12005
22.0625,72.75,12005
22.0625,72.8125,12005
22.0625,72.875,12005
22.0,72.5625,12005
22.0,72.625,12005
22.0,72.6875,12005
22.0,72.75,12005
22.0,72.8125,12005
22.0,72.875,12005
22.0,72.9375,12005
22.0,73.0,12005
21.9375,72.5625,12005
21.9375,72.625,12005
21.9375,72.6875,12005
21.9375,72.75,12005
