lat,lng,district_id
28.0625,88.5625,30001
28.0625,88.625,30001
28.0625,88.6875,30001
28.0625,88.75,30001
28.0,88.4375,30001
28.0,88.5,30001
28.0,88.5625,30001
28.0,88.625,30001
28.0,88.6875,30001
28.0,88.75,30001
28.0,88.8125,30001
27.9375,88.25,30001
27.9375,88.3125,30001
27.9375,88.375,30001
27.9375,88.4375,30001
27.9375,88.5,30001
27.9375,88.5625,30001
27.9375,88.625,30001
27.9375,88.6875,30001
27.9375,88.75,30001
27.9375,88.8125,30001
27.875,88.25,30001
27.875,88.3125,30001
27.875,88.375,30001
27.875,88.4375,30001
27.875,88.5,30001
27.875,88.5625,30001
27.875,88.625,30001
27.875,88.6875,30001
27.875,88.75,30001
27.875,88.8125,30001
27.875,88.875,30001
27.8125,88.25,30001
27.8125,88.3125,30001
27.8125,88.375,30001
27.8125,88.4375,30001
27.8125,88.5,30001
27.8125,88.5625,30001
27.8125,88.625,30001
27.8125,88.6875,30001
27.8125,88.75,30001
27.8125,88.8125,30001
27.75,88.1875,30001
27.75,88.25,30001
27.75,88.3125,30001
27.75,88.375,30001
27.75,88.4375,30001
27.75,88.5,30001
27.75,88.5625,30001
27.75,88.625,30001
27.75,88.6875,30001
27.75,88.75,30001
27.75,88.8125,30001
27.6875,88.1875,30001
27.6875,88.25,30001
27.6875,88.3125,30001
27.6875,88.375,30001
27.6875,88.4375,30001
27.6875,88.5,30001
27.6875,88.5625,30001
27.6875,88.625,30001
27.6875,88.6875,30001
27.6875,88.75,30001
27.6875,88.8125,30001
27.625,88.125,30001
27.625,88.1875,30001
27.625,88.25,30001
27.625,88.3125,30001
27.625,88.375,30001
27.625,88.4375,30001
27.625,88.5,30001
27.625,88.5625,30001
27.625,88.625,30001
27.625,88.6875,30001
27.625,88.75,30001
27.625,88.8125,30001
27.5625,88.25,30001
27.5625,88.3125,30001
27.5625,88.375,30001
27.5625,88.4375,30001
27.5625,88.5,30001
27.5625,88.5625,30001
27.5625,88.625,30001
27.5625,88.6875,30001
27.5625,88.75,30001
27.5,88.375,30001
27.5,88.4375,30001
27.5,88.5,30001
27.5,88.5625,30001
27.5,88.625,30001
27.5,88.6875,30001
27.5,88.75,30001
27.4375,88.4375,30001
27.4375,88.5,30001
27.4375,88.5625,30001
27.4375,88.625,30001
27.4375,88.6875,30001
27.4375,88.75,30001
27.5625,88.125,30002
27.5625,88.1875,30002
27.5,88.0625,30002
27.5,88.125,30002
27.5,88.1875,30002
27.5,88.25,30002
27.4375,88.0625,30002
27.4375,88.125,30002
27.4375,88.1875,30002
27.4375,88.25,30002
27.375,88.0625,30002
27.375,88.125,30002
27.375,88.1875,30002
27.375,88.25,30002
27.3125,88.0625,30002
27.3125,88.125,30002
27.3125,88.1875,30002
27.3125,88.25,30002
27.25,88.0625,30002
27.25,88.125,30002
27.25,88.1875,30002
27.25,88.25,30002
27.1875,88.0625,30002
27.1875,88.125,30002
27.1875,88.1875,30002
27.1875,88.25,30002
27.125,88.125,30002
27.125,88.1875,30002
27.5,88.3125,30003
27.4375,88.3125,30003
27.4375,88.375,30003
27.375,88.3125,30003
27.375,88.375,30003
27.375,88.4375,30003
27.3125,88.3125,30003
27.3125,88.375,30003
27.3125,88.4375,30003
27.25,88.3125,30003
27.25,88.375,30003
27.25,88.4375,30003
27.1875,88.3125,30003
27.1875,88.375,30003
