lat,lng,value
6.0625,84.25,0
6.0625,84.3125,0
6.0625,84.375,0
6.0625,84.4375,0
6.0625,84.5,0
6.0625,84.5625,0
6.0625,84.625,0
6.0625,84.6875,0
6.0625,84.75,0
6.0625,84.8125,0
6.0625,84.875,0
6.0625,84.9375,0
6.0625,85.0,0
6.0625,85.0625,0
6.0625,85.125,0
6.0625,85.1875,0
6.0625,85.25,0
6.0625,85.3125,0
6.0625,85.375,0
6.0625,85.4375,0
6.0625,85.5,0
6.0625,85.5625,0
6.0625,85.625,0
6.0625,85.6875,0
6.0625,85.75,0
6.0625,85.8125,0
6.0625,85.875,0
6.0625,85.9375,0
6.0625,86.0,0
6.0625,86.0625,0
6.0625,86.125,0
6.0625,86.1875,0
6.0625,86.25,0
6.0625,86.3125,0
6.0625,86.375,0
6.0625,86.4375,0
6.0625,86.5,0
6.0625,86.5625,0
6.0625,86.625,0
6.0625,86.6875,0
6.0625,86.75,0
6.0625,86.8125,0
6.0625,86.875,0
6.0625,86.9375,0
6.0625,87.0,0
6.0625,87.0625,0
6.0625,87.125,0
6.0625,87.1875,0
6.0625,87.25,0
6.0625,87.3125,0
6.0625,87.375,0
6.0625,87.4375,0
6.0625,87.5,0
6.0625,87.5625,0
6.0625,87.625,0
6.0625,87.6875,0
6.0625,87.75,0
6.0625,87.8125,0
6.0625,87.875,0
6.0625,87.9375,0
6.0625,88.0,0
6.0625,88.0625,0
6.0625,88.125,0
6.0625,88.1875,0
6.0625,88.25,0
6.0625,88.3125,0
6.0625,88.375,0
6.0625,88.4375,0
6.0625,88.5,0
6.0625,88.5625,0
6.0625,88.625,0
6.0625,88.6875,0
6.0625,88.75,0
6.0625,88.8125,0
6.0625,88.875,0
6.0625,88.9375,0
6.0625,89.0,0
6.0625,89.0625,0
6.0625,89.125,0
6.0625,89.1875,0
6.0625,89.25,0
6.0625,89.3125,0
6.0625,89.375,0
6.0625,89.4375,0
6.0625,89.5,0
6.0625,89.5625,0
6.0625,89.625,0
6.0625,89.6875,0
6.0625,89.75,0
6.0625,89.8125,0
6.0625,89.875,0
6.0625,89.9375,0
6.0625,90.0,0
6.0625,90.0625,0
6.0625,90.125,0
6.0625,90.1875,0
6.0625,90.25,0
6.0625,90.3125,0
6.0625,90.375,0
6.0625,90.4375,0
6.0625,90.5,0
6.0625,90.5625,0
6.0625,90.625,0
6.0625,90.6875,0
6.0625,90.75,0
6.0625,90.8125,0
6.0625,90.875,0
6.0625,90.9375,0
6.0625,91.0,0
6.0625,91.0625,0
6.0625,91.125,0
6.0625,91.1875,0
6.0625,91.25,0
6.0625,91.3125,0
6.0625,91.375,0
6.0625,91.4375,0
6.0625,91.5,0
6.0625,91.5625,0
6.0625,91.625,0
6.0625,91.6875,0
6.0625,91.75,0
6.0625,91.8125,0
6.0625,91.875,0
6.0625,91.9375,0
6.0625,92.0,0
6.0625,92.0625,0
6.0625,92.125,0
6.0625,92.1875,0
6.0625,92.25,0
6.0625,92.3125,0
6.0625,92.375,0
6.0625,92.4375,0
6.0625,92.5,0
6.0625,92.5625,0
6.0625,92.625,0
6.0625,92.6875,0
6.0625,92.75,0
6.0625,92.8125,0
6.0625,92.875,0
6.0625,92.9375,0
6.0625,93.0,0
6.0625,93.0625,0
6.0625,93.125,0
6.0625,93.1875,0
6.0625,93.25,0
6.0625,93.3125,0
6.0625,93.375,0
6.0625,93.4375,0
6.0625,93.5,0
6.0625,93.5625,0
6.0625,93.625,0
6.0625,93.6875,0
6.0625,93.75,0
6.0625,93.8125,0
6.0625,93.875,0
6.0625,93.9375,0
6.0625,94.0,0
6.0625,94.0625,0
6.0625,94.125,0
6.0625,94.1875,0
6.0625,94.25,0
6.0625,94.3125,0
6.0625,94.375,0
6.0625,94.4375,0
6.0625,94.5,0
6.0625,94.5625,0
6.0625,94.625,0
6.0625,94.6875,0
6.0625,94.75,0
6.0625,94.8125,0
6.0625,94.875,0
6.0625,94.9375,0
6.0625,95.0,0
6.0625,95.0625,0
6.0625,95.125,0
6.0625,95.1875,0
6.0625,95.25,0
6.0625,95.3125,0
6.0625,95.375,0
6.0625,95.4375,0
6.0625,95.5,0
6.0625,95.5625,0
6.0625,95.625,0
6.0625,95.6875,0
6.0625,95.75,0
6.0625,95.8125,0
6.0625,95.875,0
6.0625,95.9375,0
6.0625,96.0,0
6.0625,96.0625,0
6.0625,96.125,0
6.0625,96.1875,0
6.0625,96.25,0
6.0625,96.3125,0
6.0625,96.375,0
6.0625,96.4375,0
6.0625,96.5,0
6.0625,96.5625,0
6.0625,96.625,0
6.0625,96.6875,0
6.0625,96.75,0
6.0625,96.8125,0
6.0625,96.875,0
6.0625,96.9375,0
6.0625,97.0,0
6.0625,97.0625,0
6.0625,97.125,0
6.0625,97.1875,0
6.0625,97.25,0
6.0625,97.3125,0
6.0625,97.375,0
6.0625,97.4375,0
6.0625,97.5,0
6.0625,97.5625,0
6.0625,97.625,0
6.0625,97.6875,0
6.0625,97.75,0
6.0625,97.8125,0
6.0625,97.875,0
6.0625,97.9375,0
6.125,68.0,0
6.125,68.0625,0
6.125,68.125,0
6.125,68.1875,0
6.125,68.25,0
6.125,68.3125,0
6.125,68.375,0
6.125,68.4375,0
6.125,68.5,0
6.125,68.5625,0
6.125,68.625,0
6.125,68.6875,0
6.125,68.75,0
6.125,68.8125,0
6.125,68.875,0
6.125,68.9375,0
6.125,69.0,0
6.125,69.0625,0
6.125,69.125,0
6.125,69.1875,0
6.125,69.25,0
6.125,69.3125,0
6.125,69.375,0
6.125,69.4375,0
6.125,69.5,0
6.125,69.5625,0
6.125,69.625,0
6.125,69.6875,0
6.125,69.75,0
6.125,69.8125,0
6.125,69.875,0
6.125,69.9375,0
6.125,70.0,0
6.125,70.0625,0
6.125,70.125,0
6.125,70.1875,0
6.125,70.25,0
6.125,70.3125,0
6.125,70.375,0
6.125,70.4375,0
6.125,70.5,0
6.125,70.5625,0
6.125,70.625,0
6.125,70.6875,0
6.125,70.75,0
6.125,70.8125,0
6.125,70.875,0
6.125,70.9375,0
6.125,71.0,0
6.125,71.0625,0
6.125,71.125,0
6.125,71.1875,0
6.125,71.25,0
6.125,71.3125,0
6.125,71.375,0
6.125,71.4375,0
6.125,71.5,0
6.125,71.5625,0
6.125,71.625,0
6.125,71.6875,0
6.125,71.75,0
6.125,71.8125,0
6.125,71.875,0
6.125,71.9375,0
6.125,72.0,0
6.125,72.0625,0
6.125,72.125,0
6.125,72.1875,0
6.125,72.25,0
6.125,72.3125,0
6.125,72.375,0
6.125,72.4375,0
6.125,72.5,0
6.125,72.5625,0
6.125,72.625,0
6.125,72.6875,0
6.125,72.75,0
6.125,72.8125,0
6.125,72.875,0
6.125,72.9375,0
6.125,73.0,0
6.125,73.0625,0
6.125,73.125,0
6.125,73.1875,0
6.125,73.25,0
6.125,73.3125,0
6.125,73.375,0
6.125,73.4375,0
6.125,73.5,0
6.125,73.5625,0
6.125,73.625,0
6.125,73.6875,0
6.125,73.75,0
6.125,73.8125,0
6.125,73.875,0
6.125,73.9375,0
6.125,74.0,0
6.125,74.0625,0
6.125,74.125,0
6.125,74.1875,0
6.125,74.25,0
6.125,74.3125,0
6.125,74.375,0
6.125,74.4375,0
6.125,74.5,0
6.125,74.5625,0
6.125,74.625,0
6.125,74.6875,0
6.125,74.75,0
6.125,74.8125,0
6.125,74.875,0
6.125,74.9375,0
6.125,75.0,0
6.125,75.0625,0
6.125,75.125,0
6.125,75.1875,0
6.125,75.25,0
6.125,75.3125,0
6.125,75.375,0
6.125,75.4375,0
6.125,75.5,0
6.125,75.5625,0
6.125,75.625,0
6.125,75.6875,0
6.125,75.75,0
6.125,75.8125,0
6.125,75.875,0
6.125,75.9375,0
6.125,76.0,0
6.125,76.0625,0
6.125,76.125,0
6.125,76.1875,0
6.125,76.25,0
6.125,76.3125,0
6.125,76.375,0
6.125,76.4375,0
6.125,76.5,0
6.125,76.5625,0
6.125,76.625,0
6.125,76.6875,0
6.125,76.75,0
6.125,76.8125,0
6.125,76.875,0
6.125,76.9375,0
6.125,77.0,0
6.125,77.0625,0
6.125,77.125,0
6.125,77.1875,0
6.125,77.25,0
6.125,77.3125,0
6.125,77.375,0
6.125,77.4375,0
6.125,77.5,0
6.125,77.5625,0
6.125,77.625,0
6.125,77.6875,0
6.125,77.75,0
6.125,77.8125,0
6.125,77.875,0
6.125,77.9375,0
6.125,78.0,0
6.125,78.0625,0
6.125,78.125,0
6.125,78.1875,0
6.125,78.25,0
6.125,78.3125,0
6.125,78.375,0
6.125,78.4375,0
6.125,78.5,0
6.125,78.5625,0
6.125,78.625,0
6.125,78.6875,0
6.125,78.75,0
6.125,78.8125,0
6.125,78.875,0
6.125,78.9375,0
6.125,79.0,0
6.125,79.0625,0
6.125,79.125,0
6.125,79.1875,0
6.125,79.25,0
6.125,79.3125,0
6.125,79.375,0
6.125,79.4375,0
6.125,79.5,0
6.125,79.5625,0
6.125,79.625,0
6.125,79.6875,0
6.125,79.75,0
6.125,79.8125,0
6.125,79.875,0
6.125,79.9375,0
6.125,80.0,0
6.125,80.0625,0
6.125,80.125,0
6.125,80.1875,0
6.125,80.25,0
6.125,80.3125,0
6.125,80.375,0
6.125,80.4375,0
6.125,80.5,0
6.125,80.5625,0
6.125,80.625,0
6.125,80.6875,0
6.125,80.75,0
6.125,80.8125,0
6.125,80.875,0
6.125,80.9375,0
6.125,81.0,0
6.125,81.0625,0
6.125,81.125,0
6.125,81.1875,0
6.125,81.25,0
6.125,81.3125,0
6.125,81.375,0
6.125,81.4375,0
6.125,81.5,0
6.125,81.5625,0
6.125,81.625,0
6.125,81.6875,0
6.125,81.75,0
6.125,81.8125,0
6.125,81.875,0
6.125,81.9375,0
6.125,82.0,0
6.125,82.0625,0
6.125,82.125,0
6.125,82.1875,0
6.125,82.25,0
6.125,82.3125,0
6.125,82.375,0
6.125,82.4375,0
6.125,82.5,0
6.125,82.5625,0
6.125,82.625,0
6.125,82.6875,0
6.125,82.75,0
6.125,82.8125,0
6.125,82.875,0
6.125,82.9375,0
6.125,83.0,0
6.125,83.0625,0
6.125,83.125,0
6.125,83.1875,0
6.125,83.25,0
6.125,83.3125,0
6.125,83.375,0
6.125,83.4375,0
6.125,83.5,0
6.125,83.5625,0
6.125,83.625,0
6.125,83.6875,0
6.125,83.75,0
6.125,83.8125,0
6.125,83.875,0
6.125,83.9375,0
6.125,84.0,0
6.125,84.0625,0
6.125,84.125,0
6.125,84.1875,0
6.125,84.25,0
6.125,84.3125,0
6.125,84.375,0
6.125,84.4375,0
6.125,84.5,0
6.125,84.5625,0
6.125,84.625,0
6.125,84.6875,0
6.125,84.75,0
6.125,84.8125,0
6.125,84.875,0
6.125,84.9375,0
6.125,85.0,0
6.125,85.0625,0
6.125,85.125,0
6.125,85.1875,0
6.125,85.25,0
6.125,85.3125,0
6.125,85.375,0
6.125,85.4375,0
6.125,85.5,0
6.125,85.5625,0
6.125,85.625,0
6.125,85.6875,0
6.125,85.75,0
6.125,85.8125,0
6.125,85.875,0
6.125,85.9375,0
6.125,86.0,0
6.125,86.0625,0
6.125,86.125,0
6.125,86.1875,0
6.125,86.25,0
6.125,86.3125,0
6.125,86.375,0
6.125,86.4375,0
6.125,86.5,0
6.125,86.5625,0
6.125,86.625,0
6.125,86.6875,0
6.125,86.75,0
6.125,86.8125,0
6.125,86.875,0
6.125,86.9375,0
6.125,87.0,0
6.125,87.0625,0
6.125,87.125,0
6.125,87.1875,0
6.125,87.25,0
6.125,87.3125,0
6.125,87.375,0
6.125,87.4375,0
6.125,87.5,0
6.125,87.5625,0
6.125,87.625,0
6.125,87.6875,0
6.125,87.75,0
6.125,87.8125,0
6.125,87.875,0
6.125,87.9375,0
6.125,88.0,0
6.125,88.0625,0
6.125,88.125,0
6.125,88.1875,0
6.125,88.25,0
6.125,88.3125,0
